Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%),NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted
6/30/2014,Evoca,8,,,,,1,,,1,,,,5.48,0.182481752,1755554,31664931,-359199,32024130,20.46,20.46,0,60229472,38453349,21776123,14400000,31664931,24922274,27720555,2798281,662607,2,6,2576920,1363585,1213335,168119,198920,-30801,0,-52392,1479125,35388,630071,0,813666,151059,662607,,,,0.054012353,18.5142832,265790.00,8248573.00
6/30/2014,HSBC,9,,,,,,,,,,,,7.18,0.139275766,11869950,163938727,-1269436,165208163,10.71,10.69,0,245595760,201000025,44595735,18434350,163938727,159861201,159861201,0,3426502,3,16,9595186,2463348,7131838,1247221,237575,1009646,0,-528252,8222328,658650,3297305,0,4266373,839871,3426502,,,,0.067617581,14.78905316,1090490.00,30616202.00
6/30/2014,INECO,8,2,,,1,3,1,1,1,,,,3.45,0.289855072,3060344,89868720,-1535709,91404429,48.74,50.18,0,133097749,109203863,23893886,11082320,89868720,38654909,38654909,0,2171731,3,18,7837910,3262241,4575669,527277,130786,396491,0,74246,5301172,793228,1868165,0,2639779,468048,2171731,,,,0.087632163,11.41133536,725503.00,11591416.00
6/30/2014,Mellat,1,,,,,,,,,,,,3.68,0.27173913,184633,5017320,-67422,5084742,36.03,36.52,0,20172848,9252437,10920411,10100000,5017320,2062680,2062680,0,-60525,-1,-1,627248,113850,513398,18680,426,18254,0,-25767,523432,278210,306151,0,-60929,-404,-60525,,,,0.079324857,12.60638894,10034.00,6756855.00
6/30/2014,ProCredit,10,1,,,1,,1,,1,,,,4.86,0.205761317,2344110,47321420,-943579,48264999,40.25,40.25,0,57390532,48528904,8861628,9990000,47321420,25746632,25746632,0,196390,1,4,3346940,1311540,2035400,182528,83623,98905,0,-47535,2202921,285108,1690609,0,227204,30814,196390,,,,0.086586624,11.54912796,167521.00,10665.00
6/30/2014,Uni,24,4,1,2,1,3,2,1,2,3,1,2,6.39,0.156494523,7205102,112252399,-3963793,116216192,53.36,55.01,0,155258933,133628864,21630069,13100700,112252399,115775858,115775858,0,997390,1,9,9166566,5852708,3313858,931442,148619,782823,0,-895637,3691813,733059,1710073,0,1248681,251291,997390,,,,0.054610066,18.3116424,377955.00,5403682.00
6/30/2014,VTB,23,5,4,4,3,5,3,4,7,5,3,,14.13,0.070771408,34187073,230012304,-11869979,241882283,34.72,34.72,0,312465349,268504749,43960600,20775690,230291565,172300445,172300445,0,-664546,0,-3,18286460,8800375,9486084,1521833,409964,1111869,834,-1550292,9735625,5428552,5039644,0,-732570,-68025,-664546,,,,0.072488309,13.79532802,249541.00,19267481.00
9/30/2014,ABB,16,1,1,1,2,2,1,3,3,3,,7,3.65,0.273972603,5867363,156185873,-4739418,160925291,80.78,80.78,0,243639138,215876693,27762445,22907500,156185873,116575338,116575338,0,3013910,2,15,14647667,10604663,4043004,1296948,305661,991287,0,-368288,5226625,-1427972,2842730,0,3811867,797957,3013910,,,,0.543894004,1.838593536,1183621.00,6811620.00
9/30/2014,ACBA,13,5,4,3,4,4,2,5,5,4,2,,11.81,0.084674005,21426531,173774664,-7611025,181385689,35.52,35.52,0,273436042,219966314,53469728,30000000,173774664,120407156,120407156,0,-673241,0,-2,22765149,9802175,12962974,1928130,1100996,827134,2343,-2411820,12224113,6073738,6683842,84027,-617494,55747,-673241,,,,0.546775214,1.828905141,-738861.00,7272535.00
9/30/2014,ADB,4,1,,,,,1,,1,,,1,13.85,0.072202166,6285311,43390866,-2003997,45394863,31.88,31.88,0,66815418,57213728,9601690,4525992,43390866,51182136,51182136,0,485043,1,7,5767430,3469533,2297897,299142,70483,228659,0,145311,2996836,1128789,1360714,0,507333,22290,485043,,,,0.454050205,2.202399622,698939.00,1242200.00
9/30/2014,Ameria,7,1,1,1,,,,,,,,1,3.94,0.253807107,7986783,200658258,-1939350,202597608,24.28,24.28,0,334086386,293179242,40907145,25447680,209624254,206311272,206311272,0,5131528,2,17,19156684,9234799,9921885,1640484,321158,1319326,0,674135,13833661,950015,6471985,0,6411661,1280133,5131528,,,,0.467843256,2.137468024,3911776.00,22505813.00
9/30/2014,IDbank,7,1,,,,1,1,,1,2,,,4.38,0.228310502,2286453,51201645,-966416,52168061,42.27,42.27,0,73300834,59711616,13589218,11816300,48016287,43135121,43135121,0,-480927,-1,-5,4558430,3113692,1444738,696135,82952,613183,334,-294498,1882407,405362,1957972,0,-480927,0,-480927,,,,1.040142753,0.961406496,437669.00,2513435.00
9/30/2014,Ararat,24,3,3,3,2,3,2,1,4,2,,1,2.84,0.352112676,1795152,61859955,-1317418,63177373,73.39,73.39,0,113060375,91095392,21964983,6387505,61859955,46831731,48475239,1643508,2741431,3,17,8450826,3525149,4925677,731034,275954,455080,0,-330574,5805447,140132,2429510,0,3235805,494374,2741431,,,,0.418488017,2.389554681,879770.00,16311160.00
9/30/2014,AREXIM,7,1,,,1,2,2,,2,1,,,20.98,0.047664442,16258214,75019194,-2491972,77511166,15.33,15.33,0,130013366,109625030,20388336,16452130,75019194,64545416,64545416,0,-941253,-1,-6,7654085,4542885,3111200,625574,270676,354898,12,832997,4787617,2386286,3342584,0,-941253,0,-941253,,,,0.698172807,1.432310153,1676417.00,1706590.00
9/30/2014,ArmSwiss,1,,,,,,,,,,,,4.55,0.21978022,1562986,33621716,-758940,34380656,48.56,48.56,0,77786825,55700247,22086578,8752800,33621716,30101728,30101728,0,1734480,3,11,5526172,2553829,2972343,148835,36075,112760,276,81169,3634663,769311,710872,0,2154480,420000,1734480,,,,0.195581268,5.11296409,662320.00,31925416.00
9/30/2014,Artsakh,9,,,,,,,,,,,15,19.03,0.052548607,11233127,56636011,-2381356,59017367,21.2,21.2,0,85833855,73103003,12730852,6561150,56636011,51632857,51632857,0,-991138,-2,-10,7292430,4397915,2894515,416653,80598,336055,61,113586,3500074,2351132,2140080,0,-991138,0,-991138,,,,0.611438501,1.635487458,605559.00,6510390.00
9/30/2014,ASHB,14,5,4,5,4,4,2,3,3,4,2,6,5.3,0.188679245,9925286,182896952,-4244236,187141188,42.76,42.76,0,273128260,225990749,47137511,13802404,182896952,176019693,176019693,0,4047275,2,12,20716429,11475266,9241163,2656236,469345,2186891,0,-178692,13728217,2478506,6152617,0,5097094,1049819,4047275,,,,0.448173058,2.231280935,4487054.00,17264018.00
9/30/2014,BTA,5,,,,,,,,1,,,,5.27,0.189753321,376092,6752907,-173819,6926726,47.58,46.22,0,13615857,8008405,5607452,6520000,6752907,3518150,3518150,0,-104294,-1,-2,994107,396142,597965,170876,111459,59417,0,-64655,606090,89656,620728,0,-104294,0,-104294,,,,1.024151529,0.976418012,8125.00,1022403.00
9/30/2014,Byblos,5,1,,,,,,,,,,,23.62,0.042337003,6372716,25522148,-1452328,26974476,22.79,22.79,0,46393963,37820914,8573048,8125100,25522148,30159293,30159293,0,-402408,-1,-6,2397208,1610644,786564,66701,34583,32118,0,-31171,851256,174032,897601,0,-220377,182031,-402408,,,,1.054443082,0.948367927,64692.00,3324083.00
9/30/2014,Converse,15,2,2,2,1,5,3,1,3,1,,1,4.02,0.248756219,3370299,80819016,-2956454,83775470,87.72,87.72,0,132036970,109640608,22396362,7002033,80819015,90541018,90541018,0,1661343,2,11,9256936,4697693,4559243,1212253,393872,818381,1976,162312,6148178,-92853,4111104,0,2129927,468584,1661343,,,,0.668670295,1.495505345,1588935.00,7803162.00
9/30/2014,Econom,19,3,1,1,2,3,2,1,2,3,1,1,1.75,0.571428571,820558,45825049,-972686,46797735,118.54,118.54,0,84883915,73607558,11276357,2333338,45825049,52769896,52769896,0,324617,1,4,5742255,2975069,2767186,1304467,248919,1055548,15,-642837,3879828,223521,3181807,17500,457000,132383,324617,,,,0.820089705,1.2193788,1112642.00,7713195.00
9/30/2014,Evoca,8,,,,,1,,,1,,,,2.85,0.350877193,973259,33776403,-348825,34125228,35.84,35.84,0,63122730,41047571,22075159,14400000,33776403,25367495,30585987,5218492,905799,2,5,3876560,2055981,1820579,250799,332404,-81605,98,-80605,2159212,122562,918358,0,1118292,212493,905799,,,,0.425320904,2.351165886,338633.00,7906852.00
9/30/2014,HSBC,9,,,,,,,,,,,,6.25,0.16,10812860,171542638,-1449150,172991788,13.4,13.4,0,261343297,214495293,46848004,18434350,171542638,160008976,160008976,0,5599609,0,0,14641213,3713749,10927464,1959363,395468,1563895,0,-829887,12845283,838615,4981037,0,7025631,1426022,5599609,,,,0.387771682,2.5788371,1917819.00,33202518.00
9/30/2014,INECO,8,2,,,1,3,1,1,1,,,,5.11,0.195694716,4817297,93865081,-1514279,95379360,31.09,31.43,0,131537395,106305978,25231417,11082320,93865081,39623628,39623628,0,3501829,4,19,11976237,4886126,7090111,835797,206752,629045,0,230424,8368598,1113726,2916655,0,4338217,836388,3501829,,,,0.348523731,2.869245079,1278487.00,12272867.00
9/30/2014,Mellat,1,,,,,,,,,,,,2.96,0.337837838,141781,4791381,-61167,4852548,42.6,43.14,0,25127036,14063787,11063249,10100000,4852548,6111674,6111674,0,82313,1,1,977483,182235,795248,29559,591,28968,0,-40650,805177,246350,442995,0,115832,33519,82313,,,,0.550183376,1.817575819,9929.00,7059185.00
9/30/2014,ProCredit,10,1,,,1,,1,,1,,,,4.49,0.222717149,2139474,46543111,-1113634,47656745,52.05,52.05,0,57463108,48467862,8995246,9990000,46543111,25561025,25561025,0,330008,1,5,5119211,1996533,3122678,284209,125525,158684,0,-70081,3392363,531434,2445999,0,414931,84923,330008,,,,0.721031034,1.386902856,269685.00,10665.00
9/30/2014,Uni,24,4,1,2,1,3,2,1,2,3,1,2,6.55,0.152671756,7688233,115343475,-4562708,119906183,58.09,59.35,0,163008761,141013971,21994790,13100700,115343475,119398935,119398935,0,1337508,1,8,13685227,8948638,4736589,1615272,225001,1390271,0,-1465627,5382932,1250370,2456487,-42,1676117,338609,1337508,,,,0.456347396,2.191313041,646343.00,5353461.00
9/30/2014,VTB,23,5,4,4,3,5,3,4,7,5,3,,14.39,0.069492703,34004932,224198206,-12138431,236336637,35.7,35.7,0,306441137,260826837,45614300,20775690,224341674,153631569,153631569,0,870789,0,3,28028674,13239770,14788904,2360380,614083,1746297,1309,-2298772,15320644,6727658,7435153,0,1157833,287044,870789,,,,0.485302902,2.060568762,531740.00,19152281.00
12/31/2014,ABB,16,1,1,1,3,2,1,3,3,4,,7,2.09,0.4784689,4198752,196130670,-4550828,200681498,108.39,108.39,0,269386655,241821676,27564979,22907500,196920540,145522119,145522119,0,3448556,1,13,19963393,14644628,5318765,1932257,571819,1360438,0,0,7202561,-1337283,4124119,826386,4415725,967169,3448556,,,,0.572590638,1.746448394,1883796.00,21322547.00
12/31/2014,ACBA,14,5,4,3,4,4,2,5,6,4,2,,10.57,0.094607379,20563359,184346991,-10252717,194599708,49.86,49.86,0,291099222,236806351,54292871,30000000,184346991,99585004,99585004,0,305824,0,1,30869142,13719166,17149976,2903945,1092127,1811818,0,0,19636978,10803385,8377281,932485,346669,40845,305824,,,,0.426607444,2.344075365,2487002.00,9484406.00
12/31/2014,ADB,5,1,,,,,1,,1,,,1,9.11,0.109769484,4556640,48048134,-1991124,50039258,43.7,43.7,0,74424482,64475808,9948674,4525992,48048134,51772769,51772769,0,836154,1,9,7744365,4678974,3065391,397423,106127,291296,0,199916,3717200,832392,1839782,0,1045026,208872,836154,,,,0.494937587,2.020456773,651809.00,807694.00
12/31/2014,Ameria,7,1,1,1,,,,,,,,1,3.04,0.328947368,8779928,286142539,-2749360,288891899,31.31,31.31,0,399744138,357389372,42354766,25447680,286142538,208696931,208696931,0,7148870,2,18,27711993,13086733,14625260,2306764,431643,1875121,0,371007,20053293,1731323,9296065,0,9025905,1877035,7148870,,,,0.463568004,2.157180805,5428033.00,22647094.00
12/31/2014,IDbank,8,1,,,,1,1,,1,2,,,2.84,0.352112676,1735418,60208244,-954235,61162479,54.99,54.99,0,86630585,72370960,14259625,11816300,57912781,48392089,48392089,0,299797,0,2,6838961,4486903,2352058,703219,119723,583496,0,0,3022716,269379,2243332,51432,458573,158776,299797,,,,0.742157715,1.347422495,670658.00,2545271.00
12/31/2014,Ararat,24,3,3,3,2,3,2,1,4,2,,1,2.73,0.366300366,1845517,65986845,-1620297,67607142,87.8,87.8,0,138363233,116693838,21669395,6387505,65986845,65810353,67658303,1847950,2843432,2,13,11043246,4828602,6214644,987384,390914,596470,0,377041,8309965,740436,4028950,0,3540579,697147,2843432,,,,0.48483357,2.062563448,2095321.00,15424281.00
12/31/2014,AREXIM,7,1,,,1,2,2,,2,1,,,33.49,0.02985966,24883932,69727182,-4584920,74312102,18.43,18.43,0,111265218,95300925,15964293,16452130,69727182,41811318,41811318,0,-5365086,-3,-26,10174477,5940995,4233482,891686,354288,537398,0,538059,6306521,8410111,4459775,0,-6563365,-1198279,-5365086,,,,0.707168818,1.4140895,2073039.00,1671226.00
12/31/2014,ArmSwiss,1,,,,,,,,,,,,3.18,0.314465409,1209034,37262041,-731119,37993160,60.47,60.47,0,84302610,66571354,17731256,8752800,37262041,34640566,34640566,0,2128815,3,10,8042602,3801150,4241452,134286,39962,94324,0,0,5199542,1449240,1001714,-26653,2748588,619773,2128815,,,,0.192654276,5.190645236,958090.00,29898812.00
12/31/2014,Artsakh,9,,,,,,,,,,,15,17.74,0.056369786,11892105,63683330,-3342537,67025867,28.11,28.11,0,87653641,76962941,10690700,6561150,63214508,56976574,56976574,0,-1909328,-2,-15,10444711,5948302,4496409,492999,101700,391299,0,0,5201430,3494760,2513123,992171,-1798624,110704,-1909328,,,,0.483160016,2.069707689,705021.00,6388768.00
12/31/2014,ASHB,14,5,4,5,4,4,2,3,3,4,2,6,4.11,0.243309002,9225498,219882757,-4485677,224368434,48.62,48.62,0,366406120,319273854,47132266,17925200,219882757,182811439,218711929,35900490,3908978,1,9,27499158,16113474,11385684,3584553,608280,2976273,0,579532,19153836,4857894,9436821,0,4859121,950143,3908978,,,,0.492685695,2.029691566,7768152.00,17198162.00
12/31/2014,BTA,5,,,,,,,,1,,,,4.62,0.216450216,450771,7713717,-231920,7945637,63.24,51.45,0,16443448,10839848,5603600,6520000,7713717,4062706,4062706,0,-198212,-1,-3,1474227,588855,885372,0,0,38555,0,-378548,830481,169258,834284,-39448,-162492,35720,-198212,,,,1.004579274,0.9954416,-54891.00,3684098.00
12/31/2014,Byblos,4,1,,,,,,,,,,,24,0.041666667,7440681,28434633,-2568811,31003444,34.52,34.52,0,53287157,45539844,7747313,8125100,28434633,33837588,33837588,0,-1106487,-3,-13,3245797,2317641,928156,91716,48407,43309,0,-71568,1433404,1305819,1218705,0,-1091120,15367,-1106487,,,,0.850217385,1.176169786,505248.00,3181783.00
12/31/2014,Converse,12,2,1,2,1,4,3,,3,1,,,2.35,0.425531915,2286819,92888015,-4477268,97365283,195.79,195.79,0,146847360,125129626,22504283,7002033,93384045,98023953,98023953,0,2062501,2,10,12605148,6274958,6330190,1676155,536449,1139706,0,0,9720362,1697589,5654578,1530409,2368195,305694,2062501,,,,0.581725043,1.719025186,3390172.00,8650570.00
12/31/2014,Econom,19,3,1,1,2,3,2,1,2,3,1,1,1.5,0.666666667,791284,52057388,-736559,52793947,93.08,93.08,0,91919011,80847996,11071015,2333338,52057388,57525303,57525303,0,816796,1,7,8342889,4093529,4249360,1508982,401691,1107291,0,0,5607980,-40089,4502517,1590070,1096004,279208,816796,,,,0.802876793,1.245521117,1358620.00,6363280.00
12/31/2014,Evoca,8,1,,,,1,,,1,,,,3.4,0.294117647,1269436,36768072,-564795,37332867,44.49,44.49,0,77776072,54603927,23172145,14400000,36768073,29264468,35173070,5908602,967763,2,4,5249734,2847616,2402118,321741,450179,-128438,0,0,3025764,361920,1467327,171702,1196517,228754,967763,,,,0.484944298,2.0620925,623646.00,10236061.00
12/31/2014,HSBC,9,,,,,,,,,,,,7.25,0.137931034,13753519,186472508,-3198037,189670545,23.25,23.25,0,306609112,259648710,46960402,18434350,175986458,175660747,175660747,0,6565449,3,15,19942083,5095267,14846816,2686738,546422,2140316,0,-76032,18757409,2529580,7683824,0,8544005,1978556,6565449,,,,0.409642078,2.441155471,3910593.00,33074056.00
12/31/2014,INECO,8,2,,,1,3,1,1,1,,,,5.41,0.184842884,5979796,108205010,-2402289,110607299,40.17,40.17,0,159817080,133716988,26100092,11082320,108205010,47692836,47692836,0,4789713,4,19,16531628,6716882,9814746,1203295,193777,1009518,0,850774,12254286,2203972,4094078,0,5956236,1166523,4789713,,,,0.334093557,2.993173556,2439540.00,12038463.00
12/31/2014,Mellat,1,,,,,,,,,,,,2.46,0.406504065,137523,5523806,-76361,5600167,55.53,55.53,0,27624781,16428718,11196063,10100000,5523806,7141958,7141958,0,215127,1,2,1358226,259461,1098765,53336,1235,52101,0,0,1224176,151130,559808,177160,301989,86862,215127,,,,0.457293722,2.186778326,125411.00,6790618.00
12/31/2014,ProCredit,10,1,,,1,,1,,1,,,,4.04,0.247524752,2158924,52254545,-1224131,53478676,56.7,56.7,0,66484560,57317194,9167366,9990000,52254545,25862608,25862608,0,502128,1,6,6938480,2706194,4232286,388150,190086,198064,0,-117021,4649096,814124,3183166,0,651806,149678,502128,,,,0.684684937,1.460525778,416810.00,10665.00
12/31/2014,Uni,24,4,1,2,1,3,2,1,2,3,1,2,11.6,0.086206897,13968011,119484048,-5425613,124909661,37.45,38.84,0,170258546,149821697,20436849,13100700,118960394,104170724,104170724,0,532475,0,2,19316864,12025942,7290922,1455759,287433,1168326,0,0,8005900,4106633,3272711,748339,626556,94081,532475,,,,0.408787394,2.446259387,714978.00,5016370.00
12/31/2014,VTB,25,6,4,4,3,5,3,4,7,5,3,,16.75,0.059701493,43834461,251126426,-10577799,261704225,24.13,24.13,0,357849165,330762336,27086829,20775690,242206682,163453792,163453792,0,-12814126,-4,-30,38086782,17780628,20306154,0,0,2350836,0,-5476732,10850067,15953118,10111913,5863033,-13850756,-1036627,-12814129,,,,0.931967793,1.072998453,-9456087.00,19856787.00
3/31/2015,ABB,16,1,1,1,3,2,1,3,3,4,,7,2.83,0.35335689,5547186,191043159,-4741548,195784707,85.48,85.48,0,279718145,251886147,27831998,22907500,191043159,146244044,146244044,0,435899,1,6,6227361,4790183,1437178,471952,102603,369349,0,-55759,1971274,455532,976959,0,538783,102884,435899,,,,0.404786489,2.470438187,534096.00,7713558.00
3/31/2015,ACBA,16,5,4,3,4,4,2,5,6,4,2,,11.23,0.089047195,21557530,182965902,-8997933,191963835,41.74,41.74,0,278667690,228736375,49931315,30000000,182965902,116628669,116628669,0,783994,1,6,7238954,3991456,3247498,768294,373625,394669,1059,335315,4171928,923126,2109765,29292,1109746,325752,783994,,,,0.521427717,1.917811362,924430.00,20903707.00
3/31/2015,ADB,5,1,,,,,1,,1,,,1,18.07,0.055340343,8154422,42618427,-2518653,45137080,30.89,30.89,0,67803823,58029430,9774393,4525992,42618427,49346666,49346666,0,-174281,-1,-7,2054657,1375791,678866,41581,22941,18640,0,70849,675794,413193,480060,0,-217459,-43178,-174281,,,,0.565630815,1.767937626,-3072.00,834169.00
3/31/2015,Ameria,7,1,1,2,,,,,,,,1,5.96,0.167785235,15489707,256920910,-3175950,260096860,20.5,20.5,0,385781927,342026569,43755358,25447680,256920910,182650710,182650710,0,1470728,1,14,8625985,4864615,3761370,554058,109398,444660,0,411372,5107662,1214305,2026560,0,1866797,396069,1470728,,,,0.44787635,2.232759109,1346292.00,24349450.00
3/31/2015,IDbank,8,1,,,,1,1,,1,2,,,5.38,0.185873606,3358768,61193113,-1274796,62467909,37.95,37.95,0,87159659,73267179,13892480,11816300,60946833,47739502,47739502,0,-583548,-3,-16,1940602,1437607,502995,357223,30716,326507,124,-73374,891489,602919,872118,0,-583548,0,-583548,,,,0.808927981,1.236203993,388494.00,2705964.00
3/31/2015,Ararat,27,3,3,3,2,3,2,1,4,2,,2,3.43,0.29154519,2234163,63711394,-1496796,65208190,67,67,0,132342604,110534434,21808170,6387505,63711394,47163840,48999518,1835678,405657,1,7,2733349,1586712,1146637,201075,69160,131915,0,-114941,1386472,-50874,856143,0,581203,175546,405657,,,,0.644913725,1.550595004,239835.00,17522217.00
3/31/2015,AREXIM,7,1,,,1,2,2,,2,1,,,38.54,0.025947068,28689357,67562359,-6875832,74438191,23.97,23.97,0,107341561,81784821,25556740,25887721,67562359,40334378,40334378,0,156856,1,3,2083702,1452817,630885,174386,51553,122833,0,432508,1456743,225632,1074255,0,156856,0,156856,,,,1.884127317,0.530749696,825858.00,4358038.00
3/31/2015,ArmSwiss,1,,,,,,,,,,,,4.3,0.23255814,1543566,35037310,-855435,35892745,55.42,55.42,0,74257027,56618078,17638949,8752800,35037310,33111157,33111157,0,362430,2,8,2058692,1507447,551245,49369,20284,29085,0,35318,759082,73589,233063,0,452430,90000,362430,,,,0.179451688,5.572530474,207837.00,24094643.00
3/31/2015,Artsakh,8,,,,,,,,,,,17,14.37,0.069589422,9178706,61692984,-2659545,64352529,28.76,28.98,0,93354307,81895707,11458600,11061150,61692984,58099565,58099565,0,-4241675,-19,-150,2422965,1732645,690320,123439,5725,117714,0,45732,911228,4404874,748029,0,-4241675,0,-4241675,,,,0.572145731,1.747806452,220908.00,5735515.00
3/31/2015,ASHB,14,5,4,5,4,4,2,3,3,4,2,6,4.89,0.204498978,11919694,239084484,-4515484,243599968,37.88,37.88,0,370141185,321939101,48202084,17925200,239084484,178177233,213759978,35582745,725621,1,6,8966913,6256004,2710909,675174,146800,528374,0,66983,3877970,692324,2272649,0,912997,187376,725621,,,,0.47285137,2.114829444,1167061.00,19981928.00
3/31/2015,BTA,6,,,,,,,,1,,,,8.41,0.118906064,671802,7711255,-329944,8041199,48.78,49.11,0,14723734,9272175,5451559,6520000,7711255,3633870,3633870,0,-25352,-1,-2,515911,268697,247214,70126,52009,18117,0,34854,346967,162678,209641,0,-25352,0,-25352,,,,0.634438674,1.576196473,99753.00,1001144.00
3/31/2015,Byblos,4,1,,,,,,,,,,,24.08,0.041528239,6928714,26258735,-2513654,28772389,36.28,36.28,0,47747501,40355823,7391678,8125100,26258735,29439180,29439180,0,-175643,-1,-9,920833,786418,134415,21530,10237,11293,0,-15345,119212,-26666,302513,0,-156635,19008,-175643,,,,1.676217841,0.59658117,-15203.00,4013560.00
3/31/2015,Converse,14,2,2,1,1,5,3,1,3,1,,1,4.81,0.207900208,4431114,89496518,-2652741,92149259,59.87,59.87,0,150331715,127386665,22945050,7002033,89496518,96010286,96010286,0,503509,1,9,3374792,1767186,1607606,388276,142027,246249,910,215222,1926206,-165658,1446368,0,645496,141987,503509,,,,0.732485601,1.36521455,318600.00,8216796.00
3/31/2015,Econom,20,3,1,1,2,4,2,1,2,3,1,1,2.19,0.456621005,1084877,48832128,-738357,49570485,68.06,68.06,0,87400927,76454541,10946386,2333338,48832128,48446208,48446208,0,-57071,0,-2,2242943,1319647,923296,309953,72427,237526,0,-230295,1079724,44539,1106361,-9694,-61482,-4411,-57071,,,,0.806589484,1.239788046,156428.00,6602172.00
3/31/2015,Evoca,8,1,,,,1,,,1,,,,3.5,0.285714286,1272235,35978205,-373660,36351865,29.37,29.37,0,76167583,52801640,23365943,14400000,35978205,32658648,37731248,5072600,259072,1,4,1447097,937073,510024,88189,63829,24360,0,-43184,639230,-4670,319547,0,324353,65281,259072,,,,0.441968933,2.262602471,129206.00,8977072.00
3/31/2015,HSBC,10,,,,,,,,,,,,7.57,0.132100396,13552040,175502609,-3427967,178930576,25.29,25.29,0,286072363,238235094,47837269,18434350,175502609,161715003,161715003,0,1674592,2,14,5098743,2009378,3089365,883716,181531,702185,0,-299733,4093553,262742,1710814,0,2119997,445405,1674592,,,,0.417416956,2.395686101,1004188.00,28844307.00
3/31/2015,INECO,8,2,,,1,3,1,1,1,,,,6.25,0.16,6559279,100663776,-2059202,102722978,32.05,31.39,0,150265099,123166294,27098805,11082320,100663776,40425822,40425822,0,1010243,3,15,4264575,2214592,2049983,384625,68743,315882,0,391911,2799411,576069,1044855,0,1178487,168244,1010243,,,,0.378963524,2.638776391,749428.00,11721751.00
3/31/2015,Mellat,1,,,,,,,,,,,,4.77,0.209643606,265000,5437515,-113332,5550847,42.77,42.77,0,27007486,15653550,11353936,10100000,5437515,6237287,6237287,0,157808,2,6,394571,78332,316239,76226,934,75292,0,1530,424536,25696,144231,42627,211982,54174,157808,,,,0.309560895,3.230382184,108297.00,6827244.00
3/31/2015,ProCredit,11,1,,,1,,1,,1,,,,7.92,0.126262626,3978444,48822755,-1383264,50206019,34.77,34.77,0,61221616,52016495,9205121,9990000,48822755,24452927,24452927,0,42025,0,2,1748087,817937,930150,86705,47368,39337,0,-16892,1004966,243820,691023,0,70123,28098,42025,,,,0,0,74816.00,470108.00
3/31/2015,Uni,26,4,1,2,1,3,2,1,2,3,1,2,6.18,0.161812298,7287301,113811040,-4076534,117887574,55.94,55.94,0,166143336,145047262,21096074,13100700,113811040,115061226,115061226,0,564096,1,11,4888803,3328698,1560105,387133,60387,326746,0,-504346,1613121,137375,784910,0,690836,126740,564096,,,,0.400468314,2.49707646,53016.00,4911880.00
3/31/2015,VTB,25,5,4,4,3,5,3,4,7,5,3,,18.73,0.053390283,41770579,211770664,-11218798,222989462,26.86,26.86,0,328507883,298646387,29861495,20775690,211770664,162480627,162480627,0,-1045251,-1,-11,9498893,5722664,3776229,706471,295182,411289,580,-1144376,3442802,1921884,2181392,0,-660474,384777,-1045251,,,,0.592799639,1.686910609,-333427.00,21030169.00
6/30/2015,ABB,16,1,1,1,3,2,1,3,3,4,,7,2.68,0.373134328,5447483,198527029,-4736239,203263268,86.94,86.94,0,287391224,258607518,28783706,22907500,198527029,148325307,148325307,0,1547234,1,11,13008066,9627224,3380842,1074604,210666,863938,0,-54600,4597340,527892,2155295,0,1914153,366919,1547234,,,,0.468813488,2.133044432,1216498.00,7845929.00
6/30/2015,ACBA,16,5,4,3,4,4,3,5,7,4,2,,14.23,0.070274069,28971001,189821290,-13701266,203522556,47.29,47.29,0,290951796,235953433,54998363,30000000,189821290,124226022,124226022,0,824257,1,3,14862557,7577527,7285030,1682902,716808,966094,3308,538860,9377680,4158374,4406942,-18554,830918,6661,824257,,,,0.469939473,2.127933612,2092650.00,20278198.00
6/30/2015,ADB,5,1,,,,,1,,1,,,1,18.97,0.052714813,8467842,41945753,-2689899,44635652,31.77,31.77,0,66263136,56407423,9855713,4525992,41945753,50432256,50432256,0,-46797,0,-1,3929302,2596806,1332496,102802,46307,56495,0,162882,1543097,601955,945777,0,-4635,42162,-46797,,,,0.612908327,1.631565368,210601.00,32699.00
6/30/2015,Ameria,7,1,1,2,,,,,,,,1,8.27,0.120918984,21580549,256834436,-4040019,260874455,18.72,18.72,0,398752298,353500012,45252286,25447680,256834435,211144152,211144152,0,3016227,2,14,17084540,9670225,7414315,1154693,233544,921149,0,920548,10388707,2253191,4123923,0,4011593,995366,3016227,,,,0.396962105,2.519132147,2974392.00,25310119.00
