Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%),NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted
9/30/2020,Ararat,28,4,4,3,2,5,2,1,6,2,0,1,2.81,0.355871886,4166960,144642506,-3730657,148373163,89.53,89.53,0.36,237876633,198460945,39415688,8803655,144642506,94514738,108753893,14239155,2080103,1,7,12927056,6678769,6248287,1289748,666769,622979,0,-601102,7084075,385089,4194266,0,2504720,424617,2080103,112876004,124199977,800652,0.592069677,1.688990399,835788.00,43656554.00
9/30/2020,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,1.66,0.602409639,1926251,111884020,-3979254,115863274,206.58,206.58,2.58,338299917,270665690,67634227,10000200,111884020,131288317,193830157,62541840,7105607,3,15,19410268,12362778,7047490,288974,76941,212033,115482,-54401,12382213,2065283,1711323,0,8605607,1500000,7105607,223113449,113557815,1628653,0.13820817,7.235462274,5334723.00,189401531.00
9/30/2020,Artsakh,8,0,0,0,0,0,0,0,0,0,0,16,0.53,1.886792453,616058,114801955,-884411,115686366,143.56,143.56,-0.46,196264822,148899025,47365797,23261150,114801955,112004398,112004398,0,5545393,4,17,13356581,5947931,7408650,486950,133587,353363,6041,-247326,7770736,-373864,1709207,0,6435393,890000,5545393,141574206.7,54390801,299814,0.219954326,4.546398419,362086.00,42750201.00
9/30/2020,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,4.64,0.215517241,29080171,609392823,-17219426,626612249,59.21,59.21,2.41,880396739,792567293,87829445,52227200,609392822,354609901,517774214,163164313,10479123,2,17,50459987,28626730,21833257,4660324,1381118,3279206,0,1485744,31852987,9976331,9456181,0,12420475,1941352,10479123,429401679,447335103,3659957,0.296869521,3.36848322,10019730.00,65686967.00
9/30/2020,Byblos,3,0,0,0,0,0,0,0,0,0,0,0,2.2,0.454545455,842254,37667607,-676954,38344561,80.37,80.37,0.7,103648230,73234924,30413306,26249100,37667607,59472934,59472934,0,984701,1,4,4815308,2798314,2016994,103499,74850,28649,0,-95044,2585817,191913,1126479,0,1267425,282724,984701,53253070,50385945,9215,0.435637557,2.295486199,568823.00,30217262.00
9/30/2020,Converse,16,1,2,1,1,6,3,1,3,1,0,1,4.93,0.202839757,11411661,225919633,-5380197,231299830,47.15,47.15,1.15,324565169,274529937,50035232,19947633,225919632,221463249,242087913,20624664,3407346,1,10,19136288,8778187,10358101,2201021,935058,1265963,0,852280,13956300,1998439,7577142,0,4380719,973373,3407346,127164633.2,194739101.4,2661434.39,0.542919112,1.841895004,3598199.00,32500305.00
9/30/2020,Econom,30,3,1,2,2,6,2,1,2,2,1,1,0.39,2.564102564,769655,195067470,-1814019,196881489,235.69,235.69,-0.04,319139670,275476884,43662786,25955663,195067470,115640855,121398791,5757936,4338128,2,14,19169260,9494076,9675184,1826898,564829,1262069,0,-1829189,11395339,-52342,5482897,0,5964783,1626655,4338128,207688306,110030901,1420463,0.481152621,2.078342622,1720155.00,43630900.00
9/30/2020,Evoca,10,1,0,0,0,1,0,0,1,0,0,0,2.1,0.476190476,2472574,114925707,-3040643,117966350,122.97,122.97,2.57,200851251,165476046,35375205,20000000,114925707,115134542,117429916,2295374,1137975,1,5,11213385,5490357,5723028,818509,544429,274080,0,-262768,6473368,2180800,2871563,0,1421005,283030,1137975,109381133,90549665,920453,0.44359644,2.254301229,750340.00,18577843.00
9/30/2020,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,11.91,0.083963056,17220888,139020738,-5609988,144630726,32.58,32.58,0.68,229191829,185334558,43857271,18434350,139020738,163197245,163197245,0,2268092,1,7,9270962,2103862,7167100,1840471,479780,1360691,0,79953,9823225,683263,6440180,0,2699782,431690,2268092,117103577,110481593,1606659,0.655607502,1.525302863,2656125.00,29168222.00
9/30/2020,IDbank,10,1,0,0,0,1,1,0,1,0,0,0,2.84,0.352112676,2728868,88726984,-7224733,95951717,264.75,264.75,2.12,173090827,128143813,44947014,33971850,88726984,78931706,90864864,11933158,925900,1,3,10209084,3765293,6443791,1017957,333442,684515,1940,-291527,7188049,1479314,4298742,0,1409993,484093,925900,96457213,71810106,4823508,0.598040164,1.672128496,744258.00,31097246.00
9/30/2020,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,3.15,0.317460317,7180944,217926676,-10022410,227949086,139.57,139.57,4.41,380772746,323683141,57089605,14545680,217926676,217037812,227512929,10475117,3773903,1,9,26202058,10957187,15244871,2147052,1198234,948818,0,331162,18043810,7881507,5519787,0,4642516,868613,3773903,235062512,144304356,1405878,0.305910282,3.268932294,2798939.00,71528044.00
9/30/2020,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,2.33,0.429184549,396598,16665247,-330848,16996095,83.42,83.42,3.36,72806783,32672508,40134275,32100000,16665247,5558093,5558093,0,1640444,3,6,2853996,38290,2815706,207911,38224,169687,0,9895,3089693,367431,674114,0,2048148,407704,1640444,43547483,28912830,346470,0.218181547,4.58333903,273987.00,32330143.00
9/30/2020,Uni,30,4,1,3,2,2,2,2,2,3,1,2,19.49,0.051308363,32120010,152087884,-12731419,164819303,39.64,39.64,2.65,238088220,203589913,34498307,20489653,152087884,172664252,182590606,9926354,768454,0,3,14434307,7078987,7355320,1572325,435410,1136915,0,-2731343,7168136,3193287,3015961,0,958888,190434,768454,124475914,107718346,5893960,0.420745505,2.37673365,-187184.00,17020660.00
9/30/2020,VTB,28,5,4,4,5,6,3,4,7,4,3,0,12.56,0.079617834,28266905,199232541,-25792805,225025346,91.25,91.25,4.18,314704965,263585615,51119350,63775674,199232541,248964968,248964968,0,3340101,1,9,26782060,9585139,17196921,2035375,1014797,1020578,0,-1996365,17430072,6848528,6905447,0,3676097,335996,3340101,216434473,94777624.37,3492867.34,0.39618007,2.524104759,233151.00,18645208.00
12/31/2020,ABB,30,3,2,3,3,3,1,3,4,4,0,7,3.44,0.290697674,22577231,635054512,-21741251,656795763,96.3,96.3,3.11,847795743,802086080,45709663,42090187,635054512,603633107,606549782,2916675,88003,0,0,54099796,38381374,15718422,7250865,2022728,5228137,0,3323701,31468142,19298377,11791060,0,378705,290702,88003,477878664,364472396,5444683,0.27208018,3.67538716,15749720.00,67332677.00
12/31/2020,ACBA,18,5,4,4,4,5,4,5,6,4,2,0,4.98,0.200803213,16976036,328035951,-13082663,341118614,77.07,77.07,3.29,495631691,425122589,70509102,30000000,328035951,296944080,305445040,8500960,2724631,1,4,46090166,20185734,25904432,4916294,1868608,3047686,399958,-403064,31168203,10724728,16669558,0,3773917,1049286,2724631,304010481,189820620,1800590,0.534825765,1.869767811,5263771.00,18708862.00
12/31/2020,Ameria,12,1,1,2,0,1,1,0,1,0,1,0,4.22,0.236966825,30376170,696495523,-23591602,720087125,77.66,77.66,2.79,1090762723,981057121,109705602,37386880,696495523,598960666,705876979,106916313,9000204,1,9,66544861,31564689,34980172,5250022,1471612,3778410,0,601698,44777408,17882951,15712328,0,11182129,2181925,9000204,380162200.6,702739888,7860634,0.350898561,2.849826449,9797236.00,62745294.00
12/31/2020,Ararat,27,4,4,3,2,5,2,1,6,2,0,1,4.65,0.215053763,7130697,148106248,-5348938,153455186,75.01,75.01,1.56,248881437,210654873,38226564,8803655,148222057,97936482,113101724,15165242,1340694,1,3,17554101,9162703,8391398,1786012,795693,990319,0,-1155793,9494924,2264031,5614224,0,1616669,275975,1340694,120215910,127823581,841946,0.591286881,1.691226429,1103526.00,41566880.00
12/31/2020,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,5.22,0.191570881,6767357,123498224,-6236256,129734480,92.15,92.15,5.15,386139335,323207050,62932285,10000200,123498224,134700221,199612126,64911905,6026075,2,9,27321456,17038412,10283044,335405,156108,179297,0,-167114,15106699,5737484,1916022,0,7453193,1427118,6026075,261891770,121823628,2423937,0.126832606,7.884407894,4823655.00,221380000.00
12/31/2020,Artsakh,8,0,0,0,0,0,0,0,0,0,0,16,0.84,1.19047619,1046595,118074907,-6370443,124445350,608.68,608.68,4.33,190068154,147214192,42853962,23261150,118074936,103247685,103247685,0,1802690,1,4,18137363,7826554,10310809,426526,193996,232530,0,-908266,10100028,4868733,2918925,0,2312370,509680,1802690,,,,0.289001674,3.46018757,-210781.00,47100400.00
12/31/2020,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,7.22,0.138504155,44062256,589146394,-21549451,610695845,48.91,48.91,3.25,917050276,830160460,86889816,52227200,589146394,339772972,516466239,176693267,10178412,1,12,69122325,38515801,30606524,6576293,1862155,4714138,0,2115779,43203093,18338368,12956854,0,11907871,1729459,10178412,444951738,467955549,4142989,0.299905704,3.334381396,12596569.00,121998211.00
12/31/2020,Byblos,3,0,0,0,0,1,0,0,0,0,0,0,2.17,0.460829493,872365,39321912,-812080,40133992,93.09,93.09,0.88,103115844,73599637,29516207,26249100,39321912,58995826,58995826,0,1426590,1,5,6409130,3688592,2720538,139815,101850,37965,0,-135127,3761123,328791,1591453,0,1840879,414289,1426590,53266204,49837347,12293,0.4231324,2.363326467,1040585.00,27059431.00
12/31/2020,Converse,16,1,2,1,1,6,3,1,3,1,0,1,6.17,0.162074554,14720216,229595621,-8850544,238446165,60.13,60.13,2.62,332436914,284120867,48316047,19947633,229595621,227973075,249500192,21527117,2779204,1,6,25603960,11573832,14030128,3102283,1332674,1769609,0,1185359,19064113,6112748,9641264,0,3310101,530897,2779204,130552714.4,199162314.6,2721884.97,0.505728433,1.977345814,5033985.00,39609432.00
12/31/2020,Econom,32,3,1,2,2,5,2,1,2,2,1,1,0.69,1.449275362,1353289,193337213,-3377495,196714708,249.58,249.58,1.21,320789927,279194308,41595619,25955663,193337215,112495410,118681143,6185733,4796542,2,11,25846673,13045872,12800801,2565617,831404,1734213,0,-3505839,14878447,2277136,6536759,0,6064552,1268010,4796542,209469686,109861352,1458889,0.439344173,2.276119866,2077646.00,44217042.00
12/31/2020,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,3.33,0.3003003,3852562,111716348,-4090384,115806732,106.17,106.17,3.09,201420317,167571915,33848402,20000000,111716348,124226407,124226407,0,761955,0,2,15052441,7400859,7651582,1198488,782157,416331,0,-189230,8971810,3515440,4419491,0,1036879,274924,761955,106535043,93193182,1692092,0.492597495,2.030054984,1320228.00,20217278.00
12/31/2020,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,12.21,0.081900082,18391647,143745938,-6918282,150664220,37.62,37.62,1.27,238949623,195181926,43767697,18434350,143745937,170863821,170863821,0,2277028,1,5,12771767,2787398,9984369,2479004,636959,1842045,0,28252,13509570,1750402,8511971,0,3247197,970169,2277028,112943506,123543409,2462708,0.630069721,1.587125943,3525201.00,31450034.00
12/31/2020,IDbank,11,1,0,0,0,1,1,0,1,0,0,0,15.41,0.064892927,16432342,94522560,-12108714,106631274,73.69,73.69,2.28,176930519,132661308,44269211,33971850,94522560,66773517,80190052,13416535,1171462,1,3,13491380,5265928,8225452,1577052,1681729,-104677,0,406284,10417697,2176258,6544363,0,1697076,525614,1171462,109719204,63361773,3849542,0.628196712,1.591858061,2192245.00,29149952.00
12/31/2020,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,5.23,0.191204589,11885387,216462240,-10885475,227347715,91.59,91.59,4.34,387775479,329789230,57986249,14545680,216462240,220478528,231440387,10961859,5073788,1,9,35097562,14723538,20374024,3021995,1653333,1368662,0,476410,24481309,10245815,7946866,0,6288628,1214840,5073788,230723545,156073874,978060,0.324609521,3.080624367,4107285.00,70605840.00
12/31/2020,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,2.92,0.342465753,578174,19424936,-357447,19782383,61.82,61.82,3.76,77641843,36997473,40644370,32100000,19424936,5548121,5548121,0,2150539,3,5,3932972,60992,3871980,270655,38478,232177,0,31056,4258840,587342,1017336,0,2654162,503623,2150539,43929770,33540190,171883,0.238876314,4.186266873,386860.00,32935036.00
12/31/2020,Uni,31,4,1,3,2,2,2,2,2,3,1,2,18.52,0.05399568,30894438,156575090,-10282759,166857849,33.28,33.28,3.57,238172052,204272970,33899082,20489653,156575090,156805550,166303752,9498202,238576,0,1,19471091,9419847,10051244,2770901,614638,2156263,0,-2113897,11211979,5786898,4983365,0,441716,203140,238576,122644894,111759294,3767864,0.444467921,2.249881156,1160735.00,16549934.00
12/31/2020,VTB,28,5,4,4,5,5,2,5,7,5,3,0,11.33,0.088261253,25787582,203703726,-23947124,227650850,92.86,92.86,4.73,333754414,284121414,49633000,63775674,203703726,261032419,261032419,0,2007134,1,4,35846074,12726364,23119710,2835881,1241612,1594269,0,-3274452,23089319,10429597,9236530,0,3423192,1416058,2007134,229532209.6,100517793,3704411.44,0.40003475,2.499782831,-30391.00,18410332.00
3/31/2021,ABB,30,3,2,3,3,3,1,3,4,4,0,5,3.51,0.284900285,22278282,624930302,-10358110,635288412,46.49,46.49,2.83,898242345,842691403,55550942,42090187,624930302,603016461,605974094,2957633,1165968,1,8,14753802,9915187,4838615,2895322,112543,2782779,0,-751680,7794804,4554932,1770437,0,1469435,303467,1165968,532835093,360878049,4529203,0.227130406,4.402757066,2956189.00,90311434.00
3/31/2021,ACBA,18,5,4,4,4,5,4,5,6,5,2,0,4,0.25,13562374,324567413,-14633157,339200570,107.9,107.9,2.72,493412910,422015365,71397545,30000000,324567413,278402366,279882422,1480056,659219,1,4,11124329,5175230,5949099,1311655,544136,767519,3104,-901718,6364782,2298853,3403279,161984,824634,165415,659219,325664038,166543951,1204921,0.534704724,1.87019107,415683.00,30561431.00
3/31/2021,Ameria,13,1,1,2,0,1,1,0,1,0,1,0,4.15,0.240963855,29704012,692334259,-23391351,715725610,78.75,78.75,1.72,1010504995,896699345,113805650,37426880,692334259,503055404,617389022,114333618,3966062,2,14,18142503,7734682,10407821,1566152,402725,1163427,0,-524917,12515648,3083769,4505649,0,4926229,960167,3966062,389676582.4,613346035,7482378,0.360001299,2.777767755,2107827.00,63248738.00
3/31/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,3.37,0.296735905,5212992,149339212,-5248195,154587407,100.68,100.68,-0.2,266539896,226462029,40077867,8803655,149339212,106936514,122332375,15395861,1796611,3,18,4688214,2466213,2222001,473444,224512,248932,0,400015,3152882,-78210,1344254,0,1886838,90227,1796611,124408894,141369329,761673,0.426357219,2.345451081,930881.00,44825428.00
3/31/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,7.48,0.13368984,9652574,121704567,-7290420,128994987,75.53,75.53,2.77,374342026,311221301,63120725,10000200,121704567,125082742,190580380,65497638,1516586,2,10,7825153,5194994,2630159,111020,37365,73655,39126,24942,3250305,895474,488245,0,1866586,350000,1516586,255456085,115836731,3049210,0.150215134,6.657118849,620146.00,213148968.00
3/31/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,11,1.13,0.884955752,999193,82318995,-5732833,88051828,573.75,573.75,-0.99,187610001,142460633,45149368,23261150,82318995,95661658,95661658,0,1601941,3,14,4371001,1865263,2505738,138036,74380,63656,0,-429739,2227567,-261751,587377,0,1901941,300000,1601941,,,,0.263685447,3.792397386,-278171.00,77849896.00
3/31/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,7.59,0.131752306,46459874,592562077,-19490407,612052484,41.95,41.95,2.91,955910861,863511700,92399161,52227200,629315088,373902093,557783710,183881617,2701117,1,12,18404035,10322676,8081359,1617968,552036,1065932,0,441265,10837422,4462348,3103367,0,3271708,570591,2701117,478509072.6,474345838,3055950,0.286356563,3.49214975,2756063.00,81173245.00
3/31/2021,Byblos,4,0,0,0,0,0,0,0,0,0,0,0,2.25,0.444444444,884991,38499407,-825151,39324558,93.24,93.24,-0.01,100622840,70850248,29772592,26249100,38499407,59948307,59948307,0,276158,1,4,1580714,866552,714162,33942,34804,-862,0,-10975,722919,-697,386857,0,336759,60601,276158,49962097,50642487,18256,0.535131875,1.868698253,8757.00,26347226.00
3/31/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,7.7,0.12987013,18478103,230243815,-9671608,239915423,52.34,52.34,1.12,356402530,307208816,49193714,19947633,230243815,239194404,261170547,21976143,1025847,1,8,6491492,2832636,3658856,832407,389091,443316,0,166276,4727852,671151,2751990,0,1304711,278864,1025847,139638511.3,213841518,2922500.75,0.582080404,1.717975718,1068996.00,42648253.00
3/31/2021,Econom,33,3,1,2,1,5,2,1,2,2,1,1,0.84,1.19047619,1723611,200944054,-3426782,204370836,198.81,198.81,3.27,330025410,287329774,42695636,26107556,200944054,116822788,123259959,6437171,-217210,0,-2,6542721,3539319,3003402,682590,228491,454099,0,-633778,3133069,1640213,1747735,0,-254879,-37668,-217210,209862972,118647246,1515192,0.557834826,1.792645338,129667.00,43446937.00
3/31/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,4.27,0.234192037,4985685,112178578,-4536407,116714985,90.99,90.99,1.6,205599972,171398484,34201488,20000000,112178578,124243371,130576020,6332649,338464,1,4,3655280,2039444,1615836,353934,219117,134817,0,-94519,1928637,463849,1041964,0,422824,84360,338464,107476899,96779688,1343385,0.540259261,1.85096318,312801.00,21081728.00
3/31/2021,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,12.18,0.082101806,18451667,144801185,-6649935,151451120,36.04,36.04,-0.39,241807212,196724879,45082333,18434350,144801184,175325862,175325862,0,1303194,2,12,3474661,712625,2762036,519518,164699,354819,0,107639,3677015,-147605,2234756,0,1589864,286670,1303194,118565715,119972382,3269115,0.607763634,1.645376498,914979.00,28838251.00
3/31/2021,IDbank,11,1,0,0,0,1,1,0,1,0,0,0,10.19,0.098135427,11393698,104072268,-7690592,111762860,67.5,67.5,0.68,181236596,136327293,44909303,33971850,104072268,87396848,101026678,13629830,467810,1,4,3653484,1463878,2189606,602070,237246,364824,0,-451944,2340555,185262,1616961,0,538332,70522,467810,113031585,65336234,2868777,0.69084512,1.447502445,150949.00,29729640.00
3/31/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,5.84,0.171232877,13161383,213826597,-11517973,225344570,87.51,87.51,2.44,379617457,319238547,60378910,14545680,213826597,223414782,234539802,11125020,2144730,2,14,8716839,3657344,5059495,834394,427238,407156,0,-685948,5237001,1379494,1232620,0,2624887,480157,2144730,237117546,140134592,2365319,0.235367532,4.248674367,177506.00,84202179.00
3/31/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,2.87,0.348432056,565246,19381844,-319780,19701624,56.57,56.57,1,77757579,36616846,41140733,32100000,19381843,5413862,5413862,0,496363,3,5,1055258,11766,1043492,64729,429,64300,0,-168802,915960,49448,239728,0,626784,130421,496363,44656302,32871057,230220,0.261723219,3.820830279,-127532.00,32986497.00
3/31/2021,Uni,31,4,1,4,2,3,2,2,2,2,1,2,20.06,0.049850449,31772089,147786516,-10612380,158398896,33.4,33.4,4.97,244132173,210033333,34098840,20489652,155048855,150869494,163324597,12455103,72720,0,1,5472682,2425471,3047211,828347,133689,694658,0,-945046,3076831,1975945,862259,0,238627,165907,72720,124374592,115978123,3779458,0.280242561,3.568337359,29620.00,16153517.00
3/31/2021,VTB,28,5,4,4,5,5,2,5,7,5,3,0,10.69,0.09354537,25138614,209752452,-25304529,235056981,100.66,100.66,5.44,355439117,305670766,49768351,63775674,209752452,274764946,274764946,0,82900,0,1,8859488,3265769,5593719,772587,404254,368333,0,-789032,5509723,3151068,2271750,0,86904,4004,82900,244448885.6,107045261,3944970.12,0.412316566,2.425320937,-83996.00,20121529.00
6/30/2021,ABB,30,3,2,3,3,3,1,3,4,4,0,5,4.47,0.223713647,27495858,602927420,-12158925,615086345,44.22,44.22,2.89,912752182,857376388,55375794,42090187,602927420,573913410,585216691,11303281,57796,0,0,29604797,20689116,8915681,3900308,231570,3668738,0,-892520,13055979,9192710,3541729,0,321540,263744,57796,586116492,321078619,5557071,0.271272572,3.686329188,4140298.00,132784627.00
6/30/2021,ACBA,18,5,4,4,4,5,4,5,6,5,2,0,6.33,0.157977883,22130357,335162779,-14201827,349364606,64.17,64.17,2.88,495330756,425562532,69768224,50000000,335162779,278289534,281963719,3674185,1861870,1,5,22546866,10494882,12051984,2771766,1145647,1626119,6163,-1519568,13096533,4941137,6075286,307453,2387563,525693,1861870,326750963.1,167064221,1515572,0.46388506,2.155706416,1044549.00,26371921.00
6/30/2021,Ameria,14,1,1,2,0,1,1,0,1,0,1,0,3.71,0.269541779,25953242,680921283,-19437135,700358418,74.89,74.89,1.16,1034055919,914733725,119322193,54385935,680921282,540192846,652487309,112294463,9481241,2,17,35920621,15653117,20267504,3299298,902867,2396431,0,-815888,25311841,4134122,9450728,0,11726991,2245750,9481241,382374712.5,642537406,9143800,0.373371827,2.678295275,5044337.00,56671543.00
6/30/2021,Ararat,24,4,4,3,2,5,2,1,6,2,0,1,4.72,0.211864407,6921791,141425679,-5347751,146773430,77.26,77.26,0.77,269922864,229795075,40127789,8803655,141425679,110670853,125110863,14440010,2083194,2,11,9389325,5003801,4385524,972989,577670,395319,0,252094,5680372,580986,2707017,0,2392369,309175,2083194,123964225,145216468,742171,0.476556289,2.098388004,1294848.00,39924554.00
6/30/2021,Armswiss,1,0,0,0,0,0,0,0,0,0,0,0,4.15,0.240963855,4703891,109180069,-4235621,113415690,90.05,90.05,-2.28,408190135,344140246,64049889,10000200,109180069,122613482,183202630,60589148,5050702,3,16,16120869,10724082,5396787,242789,87549,155240,0,-1034879,5748355,-1412215,959868,0,6200702,1150000,5050702,300330587,104729508,3130040,0.166981336,5.988693251,351568.00,255998664.00
6/30/2021,Artsakh,9,0,0,0,0,0,0,0,0,0,0,11,3.06,0.326797386,1141636,36095768,-1224879,37320647,107.29,107.29,-7.66,199125914,150958655,48167259,23261150,36095768,106457828,106457828,0,4662984,5,21,8424381,3963319,4461062,286919,162409,124510,2250,-965501,3727093,-3188836,1352945,0,5562984,900000,4662984,,,,0.363002748,2.754800082,-733969.00,130986939.00
6/30/2021,ASHB,19,6,4,5,5,6,3,3,4,4,2,0,7.02,0.142450142,42168516,583053195,-17431710,600484905,41.34,41.34,2.57,976049171,882943595,93105576,52227200,583053195,397868827,580709612,182840785,6346320,1,14,37661373,21647879,16013494,3424789,1005292,2419497,0,949493,21564986,7814504,6706740,0,7043741,697421,6346320,509651640.9,463657214,2740316,0.311001367,3.21541995,5551492.00,127956697.00
6/30/2021,Byblos,4,0,0,0,0,0,0,0,0,0,0,0,1.97,0.507614213,850819,42451976,-764514,43216490,89.86,89.86,0.05,97054124,67399959,29654165,26249100,42451976,57188745,57188745,0,435538,1,3,3138231,1712866,1425365,71300,58315,12985,0,-47115,1418132,10073,815107,0,592952,157414,435538,48394192,48642706,17226,0.574775127,1.739810846,-7233.00,23373612.00
6/30/2021,Converse,16,1,2,1,1,5,3,1,3,1,0,1,7.34,0.136239782,16956862,222914474,-7986663,230901137,47.1,47.1,1.67,359915877,310657162,49258715,19947633,222914474,238362291,254748166,16385875,1088587,1,4,13076612,5774930,7301682,1780271,850219,930052,0,484914,9037978,1968915,5544631,0,1524432,435845,1088587,165629020.6,194286856.4,0,0.613481356,1.630041386,1736296.00,47982239.00
6/30/2021,Econom,32,3,1,2,2,5,2,1,2,3,1,1,0.72,1.388888889,1459598,199790468,-3051464,202841932,209.06,209.06,0.23,324784526,281504864,43279662,26107555,199790468,110605521,116830264,6224743,2137873,1,10,13265469,7389434,5876035,1496678,501689,994989,0,-1319108,6265201,228913,3504768,0,2531520,393647,2137873,210911314,112343897,1529315,0.559402324,1.787622177,389166.00,41109169.00
6/30/2021,Evoca,11,1,0,0,0,1,0,0,1,0,0,0,2.51,0.398406375,3013587,117161555,-2905318,120066873,96.41,96.41,3.1,211520554,177704723,33815831,20000000,117161555,127891201,133869457,5978256,79365,0,0,7560080,4305580,3254500,793718,472295,321423,0,-347620,4023842,1823385,2095226,0,105231,25866,79365,107228519,102743984,1548051,0.520702851,1.920481131,769342.00,21137549.00
6/30/2021,HSBC,8,0,0,0,0,0,0,0,0,0,0,0,10.49,0.095328885,16853461,154396125,-6233396,160629521,36.99,36.99,0.11,234818542,189004890,45813652,18434350,154396125,171712725,171712725,0,2093961,2,9,7262635,1457301,5805334,1001484,258751,742733,0,117705,7207600,83205,4592544,0,2531851,437890,2093961,119198968,111038959,4580615,0.637180754,1.569413379,1402266.00,31914043.00
6/30/2021,IDbank,11,1,0,0,0,1,1,0,1,0,0,0,11.06,0.090415913,13285578,110897783,-9269730,120167513,69.77,69.77,0.53,179640653,134744076,44896577,33971850,110897783,91900332,104642260,12741928,704121,1,3,7594033,3050042,4543991,1334620,523997,810623,0,-1132228,4578250,299592,3370931,0,907727,203606,704121,116522343,58259915,4858395,0.73629247,1.358155951,34259.00,27912473.00
6/30/2021,Ineco,18,2,0,0,1,2,1,1,1,0,0,0,3.91,0.255754476,8513394,209735202,-8167347,217902549,95.94,95.94,3.94,368543631,315088651,53454980,14545680,209735202,219878849,227947864,8069015,3128886,2,11,17516098,7351500,10164598,1849558,922184,927374,0,77612,12237513,4405104,4002253,0,3830156,701270,3128886,226342706,138702990,3497935,0.327047906,3.057656024,2072915.00,78139203.00
6/30/2021,Mellat,1,0,0,0,0,0,0,0,0,0,0,0,4.3,0.23255814,841231,19242227,-322566,19564793,38.34,38.34,0.25,82657657,40848718,41808939,32100000,19242227,4901661,4901661,0,1164569,3,6,2173571,23693,2149878,128897,850,128047,0,-245770,1993725,24761,521625,0,1447339,282770,1164569,47470424.63,34942504.51,244727.86,0.261633375,3.822142339,-156153.00,34376120.00
6/30/2021,Uni,31,4,1,3,2,2,2,2,2,3,1,2,18.25,0.054794521,28194962,146191512,-8331904,154523416,29.55,29.55,5.64,276536275,242584866,33951409,20489652,146191512,206346971,218585191,12238220,224181,0,1,10982226,4943807,6038419,1783734,325271,1458463,0,-1999773,6672358,4511640,1886895,0,273823,49642,224181,125238125,148215654,3082496,0.28279283,3.536157547,633939.00,17424129.00
6/30/2021,VTB,28,5,4,5,4,6,2,4,7,5,3,0,11.02,0.090744102,25950093,210177428,-25217623,235395051,97.18,97.18,5.5,341509860,292050815,49459046,63775674,210177428,255372554,255372554,0,58009,0,0,18094588,6810073,11284515,1658382,877118,781264,0,-1641383,11100396,6399603,4639347,0,61445,3436,58009,234869210.1,102850278.3,3790371.2,0.417944325,2.392663185,-184119.00,21982785.00
9/30/2021,ABB,30,3,2,3,3,3,1,3,4,4,0,5,3.97,0.251889169,24097485,596240505,-11100948,607341453,46.07,46.07,2.61,901862421,850333411,51529010,42090187,596240505,567137765,578182334,11044569,327814,0,1,45057054,32421642,12635412,4837053,313407,4523646,0,-927698,18304065,12291034,5192612,0,820419,492605,327814,582019001,315183201,4660219,0.283686274,3.525020742,5668653.00,143194062.00
